,Country,Time,Total Land (m2),Forest (%),Agriculture (%)
1716,Kazakhstan,1996,2699700.0,1.1701497944216002,79.8139052487313
1717,Kenya,1996,569140.0,6.88781319183329,46.4753839125698
1718,Kyrgyz Republic,1996,191800.0,6.064176225234621,55.479666319082405
1719,Cambodia,1996,176520.0,61.5823476093361,25.9460684341718
1720,Kiribati,1996,810.0,1.4567901234567902,45.679012345679
1721,St. Kitts and Nevis,1996,260.0,42.3076923076923,34.615384615384606
1722,"Korea, Rep.",1996,96460.0,67.44764669292971,20.8169189301265
1723,Kuwait,1996,17820.0,0.24074074074074103,8.02469135802469
1724,Latin America & Caribbean (excluding high income),1996,18243080.0,53.11644831903379,34.200646382080194
1725,Lao PDR,1996,230800.0,76.2227036395147,7.365684575389951
1726,Lebanon,1996,10230.0,13.566764418377302,60.4105571847507
1727,Liberia,1996,96320.0,86.62458471760799,13.375415282392002
1728,Libya,1996,1759540.0,0.123327687918433,8.90346340520818
1729,St. Lucia,1996,610.0,34.6131147540984,28.5245901639344
1730,Latin America & Caribbean,1996,20071224.4,51.6796882053176,33.6902099837913
1731,Least developed countries: UN classification,1996,20244974.270999998,33.0463840283465,34.3840015501344
1732,Low income,1996,14823643.271,25.905551109235002,35.411553285492396
1733,Liechtenstein,1996,160.0,41.375,43.75
1734,Sri Lanka,1996,62710.0,35.7197257215755,37.1073194067932
1735,Lower middle income,1996,25534391.0,28.779199362926803,40.3242204601629
1736,Low & middle income,1996,93974728.271,33.8762687717886,36.540006477016604
1737,Lesotho,1996,30360.0,1.13702239789196,76.6139657444005
1738,Late-demographic dividend,1996,44571325.0,39.6486343450638,34.496939774454496
1739,Lithuania,1996,62680.0,31.748564135290398,54.4192724952138
1740,Luxembourg,1996,,,
1741,Latvia,1996,62196.0,51.67213325615789,30.130555019615397
1742,"Macao SAR, China",1996,20.0,,
1743,St. Martin (French part),1996,54.4,18.3823529411765,
1744,Morocco,1996,446300.0,12.319157517365,69.3838225408918
1745,Monaco,1996,2.0269999999999997,0.0,
1746,Moldova,1996,32930.0,10.2277558457334,77.6191922259338
1747,Madagascar,1996,581540.0,22.8630567114902,62.9294631495684
1748,Maldives,1996,300.0,2.7333333333333303,26.6666666666667
1749,Middle East & North Africa,1996,11226250.0,1.8438986126198602,32.726730653602
1750,Mexico,1996,1943950.0,35.6313022454281,54.6876205663726
1751,Marshall Islands,1996,180.0,52.22222222222221,66.6666666666667
1752,Middle income,1996,79151085.0,35.119340072916195,36.7162187999467
1753,North Macedonia,1996,25430.0,36.9378686590641,50.727487219819096
1754,Mali,1996,1220190.0,10.896663634352,30.036305821224605
1755,Malta,1996,320.0,1.09375,34.375
1756,Myanmar,1996,653540.0,56.0153288245555,16.0724668727239
1757,Middle East & North Africa (excluding high income),1996,8643940.0,2.23125782917555,24.6834730458564
1758,Montenegro,1996,13450.0,46.542750929368,
1759,Mongolia,1996,1553560.0,9.20411184634002,76.2564690131054
1760,Northern Mariana Islands,1996,460.0,70.9130434782609,8.69565217391304
1761,Mozambique,1996,786380.0,53.490678806683796,46.509321193316204
1762,Mauritania,1996,1030700.0,0.43019307266906,38.5660230911031
1763,Mauritius,1996,2030.0,20.485714285714298,50.7389162561576
1764,Malawi,1996,94280.0,34.4686041578277,46.457361052185
1765,Malaysia,1996,328550.0,61.06288236189321,21.187338304672
1766,North America,1996,18124604.0,35.9231547348566,26.3453149100527
1767,Namibia,1996,823290.0,10.1338755481058,47.1522792697591
1768,New Caledonia,1996,18280.0,45.6871991247265,12.855579868708999
1769,Niger,1996,1266700.0,1.24327780847872,28.4203047288229
1770,Nigeria,1996,910770.0,28.0490793504397,71.9509206495603
1771,Nicaragua,1996,120340.0,48.191125145421296,38.6737576865548
1772,Netherlands,1996,33760.0,10.4808056872038,58.6789099526066
1773,Norway,1996,365244.0,33.1849393829878,3.09929800352641
1774,Nepal,1996,143000.0,40.1206713286713,29.3916083916084
1775,Nauru,1996,20.0,0.0,20.0
1776,New Zealand,1996,263310.0,36.6836504500399,56.6024837643842
1777,OECD members,1996,35512326.0,32.3805495083594,38.256390189704796
1778,Oman,1996,309500.0,0.00969305331179321,3.46042003231018
1779,Other small states,1996,2032331.0,31.0284123993582,38.5193045058129
1780,Pakistan,1996,770880.0,6.09883769198838,46.922997094230006
1781,Panama,1996,74340.0,60.643583535108995,28.6790422383643
1782,Peru,1996,1280000.0,59.1860265625,17.2828125
1783,Philippines,1996,298170.0,25.1436428882852,37.2438541771473
1784,Palau,1996,460.0,84.8,9.34782608695652
1785,Papua New Guinea,1996,452860.0,80.21607516671821,2.10881950271607
1786,Poland,1996,306290.0,29.345391622318697,60.3153873779751
1787,Pre-demographic dividend,1996,20272964.270999998,32.1455574989808,37.0555039675721
1788,Puerto Rico,1996,8870.0,43.4748590755355,34.836527621195
1789,"Korea, Dem. People's Rep.",1996,120410.0,55.125205547712,21.1776430529026
1790,Portugal,1996,91500.0,36.3737704918033,40.7650273224044
1791,Paraguay,1996,397300.0,60.4413138686131,47.8756607097911
1792,West Bank and Gaza,1996,6020.0,1.50830563516712,61.79401993355479
1793,Pacific island small states,1996,64200.0,66.34121495327099,13.1183800623053
1794,Post-demographic dividend,1996,31355228.0,31.5324818194767,37.8966900809588
1795,French Polynesia,1996,3660.0,40.1371584699454,11.748633879781401
1796,Qatar,1996,11610.0,0.0,5.6847545219638205
1797,Romania,1996,229520.0,27.744858835831298,64.40397350993379
1798,Russian Federation,1996,16377960.0,49.404264023114,13.1952331059546
1799,Rwanda,1996,24670.0,12.1199837859749,62.62667207134171
1800,South Asia,1996,4772910.0,17.705003635098898,56.7678837438795
1801,Saudi Arabia,1996,2149690.0,0.45448413492177897,70.6078550860822
1802,Sudan,1996,2481353.2709999997,,
1803,Senegal,1996,192530.0,46.9181945670805,46.2629200644055
1804,Singapore,1996,670.0,24.087910447761196,1.7910447761194
1805,Solomon Islands,1996,27990.0,90.7654162200786,2.60807431225438
1806,Sierra Leone,1996,72180.0,41.678276530895,38.9304516486561
1807,El Salvador,1996,20720.0,33.3918918918919,66.988416988417
1808,San Marino,1996,60.0,16.6666666666667,16.6666666666667
1809,Somalia,1996,627340.0,12.4685178690981,70.2346415022157
1810,Serbia,1996,87460.0,28.3100846101075,
1811,Sub-Saharan Africa (excluding high income),1996,23722284.270999998,32.230822594358,39.5522900573426
1812,South Sudan,1996,,,
1813,Sub-Saharan Africa,1996,23722744.270999998,32.231711134172,39.55162183116921
1814,Small states,1996,2501381.0,41.6498999552647,32.4054485433881
1815,Sao Tome and Principe,1996,960.0,60.9,46.875
1816,Suriname,1996,156000.0,98.4331666666667,0.570512820512821
1817,Slovak Republic,1996,48100.0,39.539251559251596,50.81081081081079
1818,Slovenia,1996,20140.0,60.3277060575968,26.067527308838102
1819,Sweden,1996,410340.0,68.53584832090459,8.03480040941658
1820,Eswatini,1996,17200.0,27.2339534883721,71.046511627907
1821,Sint Maarten (Dutch part),1996,34.0,,
1822,Seychelles,1996,460.0,73.2608695652174,8.69565217391304
1823,Syrian Arab Republic,1996,183780.0,2.22048100990315,75.0353683752313
1824,Turks and Caicos Islands,1996,950.0,11.073684210526302,1.0526315789473701
1825,Chad,1996,1259200.0,5.165025412960611,38.46092757306229
1826,East Asia & Pacific (IDA & IBRD countries),1996,15845730.0,28.7570513822967,47.3770094530198
1827,Europe & Central Asia (IDA & IBRD countries),1996,22988924.0,38.74308554294689,28.756093367842897
1828,Togo,1996,54390.0,24.0070307041736,62.511491082919704
1829,Thailand,1996,510890.0,37.4702969328035,40.836579302785296
1830,Tajikistan,1996,139960.0,2.92369248356673,32.759359817090605
1831,Turkmenistan,1996,469930.0,8.78215904496414,75.5431660034473
1832,Latin America & the Caribbean (IDA & IBRD countries),1996,19942112.0,51.8507367725144,33.557585475399996
1833,Timor-Leste,1996,14870.0,64.2030934767989,22.9993275050437
1834,Middle East & North Africa (IDA & IBRD countries),1996,8637920.0,2.23176167410673,24.6576097023357
1835,Tonga,1996,720.0,12.430555555555598,45.8333333333333
1836,South Asia (IDA & IBRD),1996,4772910.0,17.705003635098898,56.7678837438795
1837,Sub-Saharan Africa (IDA & IBRD countries),1996,23722744.270999998,32.231711134172,39.55162183116921
1838,Trinidad and Tobago,1996,5130.0,46.5524366471735,14.8148148148148
1839,Tunisia,1996,155360.0,4.2372605561277,60.0154479917611
1840,Turkey,1996,769630.0,25.9896339799644,51.1466548861141
1841,Tuvalu,1996,30.0,33.3333333333333,66.6666666666667
1842,Tanzania,1996,885800.0,62.2691465342064,37.7308534657936
1843,Uganda,1996,199810.0,16.6556128321906,60.917871978379495
1844,Ukraine,1996,579350.0,16.2520065590748,72.2188659704842
1845,Upper middle income,1996,53616694.0,38.1393791497253,34.9943553764808
1846,Uruguay,1996,175020.0,6.516969489201231,85.3673865843904
1847,United States,1996,9158960.0,33.0934516582669,45.453413924725105
1848,Uzbekistan,1996,425400.0,6.57410601786554,64.97414198401499
1849,St. Vincent and the Grenadines,1996,390.0,72.15384615384609,21.5897435897436
1850,"Venezuela, RB",1996,882050.0,57.0273794002608,24.5246868091378
1851,British Virgin Islands,1996,150.0,24.573333333333302,53.3333333333333
1852,Virgin Islands (U.S.),1996,350.0,63.1371428571429,22.857142857142897
1853,Vietnam,1996,325490.0,33.244781713723896,23.6013395188792
1854,Vanuatu,1996,12190.0,36.2838392124692,13.6997538966366
1855,World,1996,129734336.698,31.401586226057898,36.960430726853
1856,Samoa,1996,2830.0,61.2148409893993,18.0212014134276
1857,Kosovo,1996,10887.0,,
1858,"Yemen, Rep.",1996,527970.0,1.0398318086254899,44.9930867284126
1859,South Africa,1996,1213090.0,14.775235143311699,80.6947547172922
1860,Zambia,1996,743390.0,63.489151051265104,29.4125559934893
1861,Zimbabwe,1996,386850.0,47.9520744474603,36.7972082202404
1862,Aruba,1997,180.0,2.3333333333333304,11.1111111111111
1863,Africa Eastern and Southern,1997,14676964.271,39.6040116235259,41.96002471708879
1864,Afghanistan,1997,652860.0,1.85099408755323,57.8837729375364
1865,Africa Western and Central,1997,9045780.0,21.9497709208051,36.7315946220226
1866,Angola,1997,1246700.0,62.7054311382049,37.2945688617951
1867,Albania,1997,27400.0,28.2901459854015,41.423357664233606
1868,Andorra,1997,470.0,34.0425531914894,48.936170212766
1869,Arab World,1997,13716784.271,1.74150854559329,34.977823280655606
1870,United Arab Emirates,1997,71020.0,4.08477893551112,5.561813573641231
1871,Argentina,1997,2736690.0,12.396654352520699,46.857700360654704
1872,Armenia,1997,28470.0,11.705900948366699,46.7860906217071
1873,American Samoa,1997,200.0,89.16,20.0
1874,Antigua and Barbuda,1997,440.0,21.9272727272727,20.4545454545455
1875,Australia,1997,7682300.0,17.2389167306666,60.1685693086706
1876,Austria,1997,82580.0,46.2508961007508,35.8997335916687
1877,Azerbaijan,1997,83217.0,11.710059242702801,55.1413773627985
1878,Burundi,1997,25680.0,8.516433021806849,76.01246105919
1879,Belgium,1997,32820.0,23.0578915295551,46.0085313833029
1880,Benin,1997,112760.0,38.5344980489535,25.629655906349804
1881,Burkina Faso,1997,273600.0,26.924451754386002,36.0014619883041
1882,Bangladesh,1997,130170.0,14.752467542444501,71.9443804255973
1883,Bulgaria,1997,110630.0,30.3769321160625,56.069782156738704
1884,Bahrain,1997,710.0,0.457746478873239,12.6760563380282
1885,"Bahamas, The",1997,10010.0,50.9350649350649,1.1988011988012
1886,Bosnia and Herzegovina,1997,51200.0,41.81943359375,42.28515625
1887,Belarus,1997,202840.0,40.0566949319661,45.8785249457701
1888,Belize,1997,22810.0,65.8272249013591,6.48838228846997
1889,Bermuda,1997,54.0,18.5185185185185,7.40740740740741
1890,Bolivia,1997,1083300.0,51.613024093049,34.0385858026401
1891,Brazil,1997,8358140.0,67.2914571902361,27.2802800623105
1892,Barbados,1997,430.0,14.651162790697699,44.1860465116279
1893,Brunei Darussalam,1997,5270.0,76.2428842504744,1.8975332068311201
1894,Bhutan,1997,39800.0,64.72904522613071,14.3718592964824
1895,Botswana,1997,566730.0,31.718102094471803,45.70253912797979
1896,Central African Republic,1997,622980.0,36.9080869369803,8.22337795755883
1897,Canada,1997,8965590.0,38.8087407521424,6.827771513085031
1898,Central Europe and the Baltics,1997,1105006.0,32.308188371827804,55.22684944697129
1899,Switzerland,1997,39527.0,29.9384218382372,39.8638905052243
1900,Channel Islands,1997,198.0,4.191919191919189,40.9090909090909
1901,Chile,1997,743532.0,21.0424796780771,20.4725553170543
1902,China,1997,9424710.0,18.148310345888603,55.5713915865846
1903,Cote d'Ivoire,1997,318000.0,18.620669811320802,61.94968553459121
1904,Cameroon,1997,472710.0,46.26143512936051,19.3776311057519
1905,"Congo, Dem. Rep.",1997,2267050.0,64.3647030281643,11.3363181226704
1906,"Congo, Rep.",1997,341500.0,65.0980966325037,30.8521229868228
1907,Colombia,1997,1109500.0,57.1449229382605,40.6327174402884
1908,Comoros,1997,1861.0,23.1026329930145,67.7055346587856
1909,Cabo Verde,1997,4030.0,8.04416873449131,17.8660049627792
1910,Costa Rica,1997,51060.0,56.2529181355268,38.249118683901294
1911,Caribbean small states,1997,404850.0,90.9986686427072,4.95853031987156
1912,Cuba,1997,107400.0,21.619180633147103,62.2625698324022
1913,Curacao,1997,444.0,,
1914,Cayman Islands,1997,240.0,54.125,11.25
1915,Cyprus,1997,9240.0,18.2316017316017,15.3896103896104
1916,Czech Republic,1997,77270.0,34.1002847159312,55.390190242008494
1917,Germany,1997,349050.0,32.4818793869073,49.6404526572124
1918,Djibouti,1997,23180.0,0.24158757549611698,64.7540983606557
1919,Dominica,1997,750.0,64.8026666666667,22.6666666666667
1920,Denmark,1997,42430.0,13.187650247466399,63.3514023096865
1921,Dominican Republic,1997,48310.0,38.4847029600497,51.7491202649555
1922,Algeria,1997,2381740.0,0.67404502590543,16.6642874537103
1923,East Asia & Pacific (excluding high income),1997,15965860.0,28.940215146569,47.87042163716829
1924,Early-demographic dividend,1997,33138710.0,24.7076138962538,40.0072831440934
1925,East Asia & Pacific,1997,24438270.0,26.108353276542395,51.1476210448784
1926,Europe & Central Asia (excluding high income),1997,22627344.0,38.890762775089,28.404395416198398
1927,Europe & Central Asia,1997,27447673.027,37.756499576173894,30.2324850606515
1928,Ecuador,1997,276840.0,50.5743859268892,28.9409044935703
1929,"Egypt, Arab Rep.",1997,995450.0,0.054839519815159,3.2597518710131097
1930,Euro area,1997,2678272.0,35.8409108559549,47.6663311269356
1931,Eritrea,1997,101000.0,11.1677227722772,72.87128712871291
1932,Spain,1997,499440.0,32.3104857440333,60.18540765657539
1933,Estonia,1997,42390.0,52.582991271526296,24.1330502476999
1934,Ethiopia,1997,1000000.0,18.7475,30.491999999999997
1935,European Union,1997,4000542.0,37.4490951476075,46.3648175672196
1936,Fragile and conflict affected situations,1997,19834218.270999998,28.171500932588202,30.333219774584
1937,Finland,1997,304590.0,73.12960701270559,7.0586690305000195
1938,Fiji,1997,18270.0,53.992118226601,24.083196496989604
1939,France,1997,547566.0,27.453128937881498,54.860236026342
1940,Faroe Islands,1997,1396.0,0.0573065902578797,2.14899713467049
1941,"Micronesia, Fed. Sts.",1997,700.0,91.10857142857141,32.1428571428571
1942,Gabon,1997,257670.0,92.04985446501341,7.950145534986611
1943,United Kingdom,1997,241930.0,11.991898483032301,72.68631422312241
1944,Georgia,1997,69490.0,39.690746870053204,43.7041300906605
1945,Ghana,1997,227540.0,40.3063417421113,59.89276610705811
1946,Gibraltar,1997,10.0,0.0,
1947,Guinea,1997,245720.0,28.622415757773105,56.1614846166368
1948,"Gambia, The",1997,10120.0,37.0087944664032,55.0395256916996
1949,Guinea-Bissau,1997,28120.0,77.31916785206259,22.680832147937398
1950,Equatorial Guinea,1997,28050.0,94.1408556149732,11.9073083778966
1951,Greece,1997,128900.0,27.22828549263,69.7051978277735
1952,Grenada,1997,340.0,52.05882352941179,32.3529411764706
1953,Greenland,1997,410450.0,0.000535997076379583,0.582044097941284
1954,Guatemala,1997,107160.0,40.8809257185517,42.198581560283706
1955,Guam,1997,540.0,44.4444444444444,37.037037037037
1956,Guyana,1997,196850.0,94.36423164846329,5.635768351536701
1957,High income,1997,34946207.427,28.704606714488,38.3538972226094
1958,"Hong Kong SAR, China",1997,1050.0,,6.66666666666667
1959,Honduras,1997,111890.0,61.1415050496023,30.3423004736795
1960,Heavily indebted poor countries (HIPC),1997,19859174.270999998,32.976955787494894,34.968697513917306
1961,Croatia,1997,55980.0,33.4851732761701,34.6730975348339
1962,Haiti,1997,27560.0,13.8363933236575,61.32075471698111
1963,Hungary,1997,89800.0,21.0355122494432,68.9866369710468
1964,IBRD only,1997,71052479.0,34.7436985470978,36.4780198588702
1965,IDA & IBRD total,1997,95911030.271,33.8275552573524,36.6473103975358
1966,IDA total,1997,24858551.270999998,30.917184751656198,37.1843426034807
1967,IDA blend,1997,4369370.0,31.540199204919702,44.0747991129156
1968,Indonesia,1997,1811570.0,58.766429119493,24.027225003726002
1969,IDA only,1997,20489181.270999998,30.765926787224604,35.5114497513772
1970,Isle of Man,1997,570.0,6.070175438596491,74.5614035087719
1971,India,1997,2973190.0,22.3649009985907,60.8709836909178
1972,Not classified,1997,,,
1973,Ireland,1997,68890.0,8.41550297575845,64.3199303237045
1974,"Iran, Islamic Rep.",1997,1628760.0,5.679645865566441,39.1905498661558
1975,Iraq,1997,437370.0,1.86066716967327,19.8001691931317
1976,Iceland,1997,100250.0,0.25937157107231895,18.9027431421446
1977,Israel,1997,21640.0,6.77911275415897,26.0166358595194
1978,Italy,1997,294110.0,27.661079188058896,52.1743565332699
1979,Jamaica,1997,10830.0,48.114866112650006,45.1523545706371
1980,Jordan,1997,88240.0,1.10494106980961,12.0240253853128
1981,Japan,1997,364500.0,68.3078189300412,14.688614540466402
1982,Kazakhstan,1997,2699700.0,1.16995277253028,79.8947290439678
1983,Kenya,1997,569140.0,6.90584917594968,46.7266401939769
1984,Kyrgyz Republic,1997,191800.0,6.08736548488008,55.58394160583939
1985,Cambodia,1997,176520.0,61.4555687740766,25.9460684341718
1986,Kiribati,1997,810.0,1.4567901234567902,45.679012345679
1987,St. Kitts and Nevis,1997,260.0,42.3076923076923,34.615384615384606
1988,"Korea, Rep.",1997,96460.0,67.3698942566867,20.5577441426498
1989,Kuwait,1997,17820.0,0.248597081930415,8.02469135802469
1990,Latin America & Caribbean (excluding high income),1997,18243080.0,52.82655571318,34.259482554480904
1991,Lao PDR,1997,230800.0,76.0415944540728,7.60831889081456
1992,Lebanon,1997,10230.0,13.551906158357802,60.8015640273705
1993,Liberia,1997,96320.0,86.31042358803991,13.689576411960099
1994,Libya,1997,1759540.0,0.123327687918433,8.90346340520818
1995,St. Lucia,1997,610.0,34.5704918032787,27.8688524590164
1996,Latin America & Caribbean,1997,20071224.4,51.4080496278903,33.7424430109336
1997,Least developed countries: UN classification,1997,20244974.270999998,32.8967428149925,34.5731145693775
1998,Low income,1997,14823643.271,25.7813429922648,35.6286689909247
1999,Liechtenstein,1997,160.0,41.5,43.75
2000,Sri Lanka,1997,62710.0,35.426455110827604,37.1232658268219
2001,Lower middle income,1997,25534391.0,28.6453125394658,40.850609047225795
2002,Low & middle income,1997,93975418.271,33.787641874443004,36.737560661112106
2003,Lesotho,1997,30360.0,1.13702239789196,76.7127799736495
2004,Late-demographic dividend,1997,44572015.0,39.6086630658273,34.7778970412361
2005,Lithuania,1997,62680.0,31.8682195277601,54.5149968091895
2006,Luxembourg,1997,,,
2007,Latvia,1997,62196.0,51.78146504598371,28.4905781722297
2008,"Macao SAR, China",1997,20.0,,
2009,St. Martin (French part),1997,54.4,18.3823529411765,
2010,Morocco,1997,446300.0,12.3239188886399,69.2247367241766
2011,Monaco,1997,2.0269999999999997,0.0,
2012,Moldova,1997,32920.0,10.2885783718105,77.64277035236941
2013,Madagascar,1997,581540.0,22.7490869071775,64.4667606699453
2014,Maldives,1997,300.0,2.7333333333333303,26.6666666666667
2015,Middle East & North Africa,1997,11226250.0,1.8472976372273702,33.2661325019486
2016,Mexico,1997,1943950.0,35.517600761336496,54.6876205663726
2017,Marshall Islands,1997,180.0,52.22222222222221,66.6666666666667
2018,Middle income,1997,79151775.0,35.0362513496175,36.9107168653311
2019,North Macedonia,1997,25430.0,37.1169878096736,50.452221785293
2020,Mali,1997,1220190.0,10.896663634352,30.855850318393003
2021,Malta,1997,320.0,1.09375,31.25
2022,Myanmar,1997,653540.0,55.349666432047,16.0954187960951
2023,Middle East & North Africa (excluding high income),1997,8643940.0,2.23466603191643,24.573622676696
2024,Montenegro,1997,13450.0,46.542750929368,
2025,Mongolia,1997,1553560.0,9.19844100002575,82.96493215582281
2026,Northern Mariana Islands,1997,460.0,70.554347826087,8.69565217391304
2027,Mozambique,1997,786380.0,53.2121874920522,46.7878125079478
2028,Mauritania,1997,1030700.0,0.424915106238479,38.5660230911031
2029,Mauritius,1997,2030.0,20.528078817734002,50.2463054187192
2030,Malawi,1997,94280.0,34.0231226134917,46.987696224013604
2031,Malaysia,1997,328550.0,60.78068787094811,21.180033480444397
2032,North America,1997,18124604.0,35.926548133134396,26.268182190353
2033,Namibia,1997,823290.0,10.0476257454846,47.1522792697591
2034,New Caledonia,1997,18280.0,45.7239606126915,13.019693654267002
2035,Niger,1997,1266700.0,1.19457645851425,28.4203047288229
2036,Nigeria,1997,910770.0,27.8697750255278,72.1302249744721
2037,Nicaragua,1997,120340.0,47.360146252285205,39.9534651819844
2038,Netherlands,1997,33760.0,10.522778436019,58.2345971563981
2039,Norway,1997,365244.0,33.1797373810384,2.84193580182015
2040,Nepal,1997,143000.0,40.1967272727273,29.4699300699301
2041,Nauru,1997,20.0,0.0,20.0
2042,New Zealand,1997,263310.0,36.865250085450604,56.5986859595154
2043,OECD members,1997,35512225.0,32.3864971851243,38.111633388220504
2044,Oman,1997,309500.0,0.00969305331179321,3.4571890145395803
2045,Other small states,1997,2032331.0,30.928936674193302,38.5265397019438
2046,Pakistan,1997,770880.0,6.037151048152761,47.5677148194271
2047,Panama,1997,74340.0,60.4212806026365,28.7866559053
2048,Peru,1997,1280000.0,59.09612734375,17.44921875
2049,Philippines,1997,298170.0,24.986165610222397,38.0152262132341
2050,Palau,1997,460.0,85.11086956521741,9.34782608695652
2051,Papua New Guinea,1997,452860.0,80.18919842777021,2.12427681844279
2052,Poland,1997,306290.0,29.4031799928173,60.259884423259
2053,Pre-demographic dividend,1997,20272964.270999998,31.997135717501898,37.21768360380629
2054,Puerto Rico,1997,8870.0,44.7016910935738,32.8072153325817
2055,"Korea, Dem. People's Rep.",1997,120410.0,54.745386595797704,21.1776430529026
2056,Portugal,1997,91500.0,36.2448087431694,39.1475409836066
2057,Paraguay,1997,397300.0,59.7984218474704,48.25320916184239
2058,West Bank and Gaza,1997,6020.0,1.50830563516712,61.461794019933606
2059,Pacific island small states,1997,64200.0,66.42900311526479,13.102803738317801
2060,Post-demographic dividend,1997,31355127.0,31.552483415463602,37.7366309099184
2061,French Polynesia,1997,3660.0,40.2497267759563,11.748633879781401
2062,Qatar,1997,11610.0,0.0,5.6847545219638205
2063,Romania,1997,229530.0,27.7414717030454,64.4708752668496
2064,Russian Federation,1997,16378650.0,49.404127934841995,13.3093386817595
2065,Rwanda,1997,24670.0,11.998378597486802,64.65342521280911
2066,South Asia,1997,4772910.0,17.7720821679018,56.973041603549994
2067,Saudi Arabia,1997,2149690.0,0.45448413492177897,73.86413855020959
2068,Sudan,1997,2481353.2709999997,,
2069,Senegal,1997,192530.0,46.6844647587389,44.8137952526879
2070,Singapore,1997,670.0,24.4141791044776,1.7910447761194
2071,Solomon Islands,1997,27990.0,90.7392997499107,2.60807431225438
2072,Sierra Leone,1997,72180.0,41.4049736769188,38.9165973954004
2073,El Salvador,1997,20720.0,33.1747104247104,66.8252895752896
2074,San Marino,1997,60.0,16.6666666666667,16.6666666666667
2075,Somalia,1997,627340.0,12.3461759173654,70.2426116619377
2076,Serbia,1997,87460.0,28.3100846101075,
2077,Sub-Saharan Africa (excluding high income),1997,23722284.270999998,32.084950447793496,39.7341370300577
2078,South Sudan,1997,,,
2079,Sub-Saharan Africa,1997,23722744.270999998,32.085842146590096,39.7334648658367
2080,Small states,1997,2501381.0,41.562396851978995,32.408117427693895
2081,Sao Tome and Principe,1997,960.0,60.8729166666667,47.9166666666667
2082,Suriname,1997,156000.0,98.4096025641026,0.564102564102564
2083,Slovak Republic,1997,48100.0,39.537027027027,50.8316008316008
2084,Slovenia,1997,20140.0,60.5511420059583,24.5779543197617
2085,Sweden,1997,410340.0,68.5602183555101,7.94219427791587
2086,Eswatini,1997,17200.0,27.304534883720898,71.1046511627907
2087,Sint Maarten (Dutch part),1997,34.0,,
2088,Seychelles,1997,460.0,73.2608695652174,8.69565217391304
2089,Syrian Arab Republic,1997,183780.0,2.2531287408858396,75.1115464141909
2090,Turks and Caicos Islands,1997,950.0,11.073684210526302,1.0526315789473701
2091,Chad,1997,1259200.0,5.1350857687420595,38.619758576874204
2092,East Asia & Pacific (IDA & IBRD countries),1997,15845730.0,28.7449584462186,48.072455481697595
2093,Europe & Central Asia (IDA & IBRD countries),1997,22989614.0,38.7511311657952,28.846218150971303
2094,Togo,1997,54390.0,23.8356830299687,63.430777716492
2095,Thailand,1997,510890.0,37.3992444557537,40.012527158488105
2096,Tajikistan,1997,139960.0,2.9251214632752203,32.5950271506145
2097,Turkmenistan,1997,469930.0,8.78215904496414,75.5431660034473
2098,Latin America & the Caribbean (IDA & IBRD countries),1997,19942112.0,51.5749314816806,33.6074474458874
2099,Timor-Leste,1997,14870.0,64.1089441829186,23.0665770006725
2100,Middle East & North Africa (IDA & IBRD countries),1997,8637920.0,2.23517225211625,24.547914312704897
2101,Tonga,1997,720.0,12.430555555555598,43.0555555555556
2102,South Asia (IDA & IBRD),1997,4772910.0,17.7720821679018,56.973041603549994
2103,Sub-Saharan Africa (IDA & IBRD countries),1997,23722744.270999998,32.085842146590096,39.7334648658367
2104,Trinidad and Tobago,1997,5130.0,46.4469785575049,13.840155945419099
2105,Tunisia,1997,155360.0,4.2526268022657,60.163491246138
2106,Turkey,1997,769630.0,26.037042474955502,50.988137156815604
2107,Tuvalu,1997,30.0,33.3333333333333,66.6666666666667
2108,Tanzania,1997,885800.0,61.8491871754346,38.048092120117396
2109,Uganda,1997,199810.0,16.4491566988639,60.917871978379495
2110,Ukraine,1997,579350.0,16.2927418658842,72.2430309829982
2111,Upper middle income,1997,53617384.0,38.08044822067,35.030488031091
2112,Uruguay,1997,175020.0,6.84321791795223,85.3902411153011
2113,United States,1997,9158960.0,33.1053088997004,45.2982653052312
2114,Uzbekistan,1997,425400.0,6.67097743300423,64.96708979783729
2115,St. Vincent and the Grenadines,1997,390.0,72.41025641025641,20.6666666666667
2116,"Venezuela, RB",1997,882050.0,56.7014341590613,24.5292216994501
2117,British Virgin Islands,1997,150.0,24.5466666666667,53.3333333333333
2118,Virgin Islands (U.S.),1997,350.0,61.974285714285706,22.857142857142897
2119,Vietnam,1997,325490.0,33.984632400380995,24.0990506620787
2120,Vanuatu,1997,12190.0,36.2838392124692,13.7817883511075
2121,World,1997,129803675.698,31.3290220596323,37.096931536674205
2122,Samoa,1997,2830.0,61.044522968197896,18.0212014134276
2123,Kosovo,1997,10887.0,,
2124,"Yemen, Rep.",1997,527970.0,1.0398318086254899,44.926795083053996
2125,South Africa,1997,1213090.0,14.7452291256213,80.7400934802859
2126,Zambia,1997,743390.0,63.4409932875072,29.555146020258498
2127,Zimbabwe,1997,386850.0,47.8329843608634,37.2728447718754
2128,Aruba,1998,180.0,2.3333333333333304,11.1111111111111
2129,Africa Eastern and Southern,1998,14676964.271,39.4375920320843,42.1069970172056
2130,Afghanistan,1998,652860.0,1.85099408755323,58.001715528597295
2131,Africa Western and Central,1998,9045780.0,21.8316084627307,36.7681234785723
